Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP107332,Male,Yes,0,Graduate,No,2378,1668,143,360,1,Semiurban,N
LP107333,Male,Yes,0,Not Graduate,No,11146,2773,187,360,1,Rural,Y
LP107334,Male,No,0,Graduate,No,3539,0,56,360,nan,Urban,N
LP107335,Male,No,2,Graduate,No,3800,0,88,360,1,Rural,Y
LP107336,Male,No,1,Graduate,No,4887,5625,120,180,1,Rural,Y
LP107337,Male,Yes,0,Graduate,No,4166,8333,84,360,1,Rural,N
LP107338,Male,No,1,Graduate,No,8799,0,99,180,1,Urban,Y
LP107339,Female,Yes,2,Not Graduate,Yes,17500,2254,161,360,1,Urban,N
LP107340,Male,No,1,Not Graduate,No,2645,0,140,360,1,Semiurban,N
LP107341,Male,Yes,0,Not Graduate,,2149,2283,71,360,1,Semiurban,N
LP107342,Male,No,0,Not Graduate,No,3917,2426,207,nan,1,Semiurban,N
LP107343,Female,No,0,Graduate,No,3358,2541,152,360,nan,Rural,N
LP107344,Male,Yes,0,Not Graduate,No,3727,0,304,360,nan,Urban,Y
LP107345,Male,No,0,Graduate,No,6000,2598,161,360,1,Semiurban,Y
LP107346,Male,Yes,0,Not Graduate,No,4226,1560,135,360,1,Rural,N
LP107347,Female,No,0,Graduate,Yes,3366,1430,292,180,1,Urban,N
LP107348,Female,Yes,3+,Graduate,No,3036,2035,130,360,0,Urban,N
LP107349,Male,No,0,Graduate,No,2510,1302,158,360,1,Semiurban,N
LP107350,Male,Yes,0,Graduate,No,2647,0,116,360,nan,Urban,Y
LP107351,Male,Yes,0,Graduate,No,3975,1287,128,360,nan,Semiurban,Y
LP107352,Male,Yes,2,Graduate,No,3887,0,117,360,0,Rural,Y
LP107353,Male,Yes,2,Graduate,No,9083,0,160,360,1,Semiurban,Y
LP107354,Male,Yes,0,Graduate,No,3200,4416,151,360,1,Urban,Y
LP107355,Male,Yes,0,Graduate,No,3450,0,187,360,1,Urban,Y
LP107356,Male,No,2,Graduate,No,4708,3230,128,360,1,Semiurban,Y
LP107357,Male,Yes,0,Graduate,No,3167,2405,128,360,1,Rural,Y
LP107358,Male,Yes,0,Graduate,Yes,14866,6250,172,360,1,Semiurban,Y
LP107359,Male,No,0,Graduate,No,3652,1560,128,360,1,Rural,Y
LP107360,Male,Yes,1,Graduate,,3254,1030,76,360,1,Semiurban,Y
LP107361,Male,No,0,Graduate,No,4166,0,nan,360,1,Rural,N
LP107362,Male,Yes,2,Graduate,No,3100,20000,370,480,1,Rural,Y
LP107363,Male,Yes,1,Not Graduate,No,3015,0,110,360,0,Urban,Y
LP107364,Male,No,2,Graduate,No,5266,0,nan,360,1,Semiurban,N
LP107365,Male,Yes,1,Graduate,No,9323,1640,150,360,0,Urban,N
LP107366,Male,Yes,0,Graduate,No,2500,0,104,360,0,Rural,Y
LP107367,Male,Yes,0,Graduate,No,3583,2254,108,360,nan,Rural,Y
LP107368,Female,No,0,Graduate,No,6283,0,250,360,1,Urban,Y
LP107369,Male,Yes,0,Not Graduate,No,4344,1560,75,360,1,Urban,N
LP107370,Male,No,1,Graduate,No,3988,4114,106,360,1,Rural,Y
LP107371,Male,No,3+,Graduate,No,12000,3021,118,360,1,Urban,N
LP107372,Male,Yes,0,Graduate,No,2980,0,182,360,1,Urban,Y
LP107373,Male,No,0,Graduate,No,2500,2160,131,180,1,Rural,Y
LP107374,Male,Yes,3+,Graduate,No,2679,0,115,360,1,Rural,N
LP107375,Male,Yes,2,Graduate,No,4895,2739,56,360,nan,Urban,Y
LP107376,Male,Yes,2,Graduate,No,5800,0,275,360,1,Urban,Y
LP107377,Male,Yes,2,Graduate,No,4124,0,60,360,1,Semiurban,Y
LP107378,Male,No,,Graduate,No,3500,2275,496,360,1,Semiurban,N
LP107379,Male,Yes,0,Graduate,No,4166,0,260,360,1,Semiurban,Y
LP107380,Male,Yes,1,Graduate,No,3833,8106,209,360,1,Semiurban,Y
LP107381,Male,No,0,Not Graduate,Yes,2221,0,143,360,nan,Semiurban,N
LP107382,Female,Yes,0,Graduate,No,6065,5625,95,360,1,Rural,Y
LP107383,Male,Yes,0,Not Graduate,No,5568,2083,105,nan,1,Semiurban,Y
LP107384,Male,Yes,0,Graduate,Yes,5532,0,172,180,0,Semiurban,Y
LP107385,Female,No,1,Graduate,No,5746,8980,131,360,1,Semiurban,Y
LP107386,Male,No,0,Graduate,Yes,4006,3906,125,360,1,Semiurban,Y
LP107387,Male,No,0,Graduate,No,4333,0,nan,360,1,Semiurban,N
LP107388,Female,Yes,0,Graduate,No,5829,2306,105,360,1,Semiurban,Y
LP107389,Male,Yes,0,Not Graduate,No,4226,1950,136,360,1,Urban,Y
LP107390,Male,Yes,0,Graduate,No,2167,2426,138,360,0,Urban,Y
LP107391,Male,Yes,0,Not Graduate,No,2927,2200,105,360,1,Semiurban,Y
LP107392,Female,Yes,1,Not Graduate,No,3416,0,95,180,nan,Urban,Y
LP107393,Male,Yes,2,Graduate,No,2253,0,42,360,1,Urban,Y
LP107394,Male,Yes,3+,Graduate,No,4695,1600,180,360,0,Rural,N
LP107395,Male,Yes,3+,Graduate,No,2500,0,113,360,1,Urban,N
LP107396,Male,No,2,Graduate,No,1958,0,176,360,1,Rural,Y
LP107397,Male,No,1,Graduate,No,4180,2785,112,360,1,Rural,N
LP107398,Male,No,1,Graduate,No,4708,0,180,480,1,Semiurban,Y
LP107399,Male,Yes,0,Not Graduate,No,2138,1300,200,360,1,Semiurban,Y
LP107400,Male,Yes,1,Graduate,No,6406,2254,120,480,1,Urban,N
LP107401,Male,Yes,0,Graduate,Yes,7948,2142,129,360,1,Urban,N
LP107402,Male,Yes,0,Not Graduate,No,3418,2138,120,360,1,Urban,Y
LP107403,Male,Yes,0,Graduate,No,4583,3237,570,360,1,Semiurban,N
LP107404,Male,Yes,0,Graduate,No,4707,0,120,360,0,Rural,Y
LP107405,Male,Yes,0,Graduate,No,2894,0,100,360,1,Rural,N
LP107406,Male,Yes,1,Graduate,No,1600,0,187,360,1,Semiurban,Y
LP107407,Male,Yes,0,Graduate,Yes,2071,0,55,360,0,Semiurban,Y
LP107408,Male,Yes,0,Not Graduate,Yes,4865,0,164,360,1,Rural,N
LP107409,Female,Yes,0,Graduate,No,2400,2250,81,360,1,Urban,Y
LP107410,Female,Yes,0,Graduate,No,2500,1917,113,360,1,Semiurban,Y
LP107411,Male,Yes,0,Graduate,No,2330,0,136,360,nan,Urban,N
LP107412,Female,Yes,2,Not Graduate,No,4400,0,108,360,1,Semiurban,Y
LP107413,Male,No,1,Graduate,No,3000,3333,60,360,nan,Semiurban,Y
LP107414,Male,Yes,1,Graduate,No,4583,0,130,360,1,Urban,Y
LP107415,Male,No,0,Not Graduate,No,3000,1625,225,360,1,Rural,Y
LP107416,Male,Yes,0,Not Graduate,No,1928,3274,259,360,1,Semiurban,Y
LP107417,Male,Yes,0,Graduate,No,2929,6666,110,360,1,Semiurban,N
LP107418,Male,Yes,2,Not Graduate,No,6250,0,154,360,1,Urban,Y
LP107419,Male,No,1,Graduate,No,3846,0,123,360,0,Urban,Y
LP107420,Male,Yes,,Graduate,No,4000,0,113,360,1,Rural,N
LP107421,Male,Yes,2,Graduate,No,2895,0,157,360,1,Urban,Y
LP107422,Male,Yes,1,Graduate,No,1977,0,496,360,1,Semiurban,Y
LP107423,Male,No,0,Not Graduate,No,37719,4333,138,360,1,Rural,Y
LP107424,Male,Yes,2,Graduate,No,645,240,214,360,1,Urban,Y
LP107425,Female,Yes,0,Graduate,No,3707,0,155,360,0,Rural,Y
LP107426,Male,Yes,0,Graduate,No,2653,8333,253,360,1,Urban,N
LP107427,Male,No,0,Not Graduate,No,3036,2451,600,360,1,Rural,N
LP107428,Male,No,3+,Graduate,No,6383,0,113,360,0,Semiurban,N
LP107429,,Yes,0,Graduate,Yes,8333,1250,138,180,1,Rural,N
LP107430,Male,Yes,1,Not Graduate,No,3750,913,258,360,1,Rural,Y
LP107431,Male,Yes,1,Graduate,No,3086,1868,110,360,0,Semiurban,Y
LP107432,Male,Yes,1,Graduate,No,5042,1750,205,360,1,Semiurban,Y
LP107433,Female,Yes,2,Not Graduate,No,3750,0,166,360,1,Urban,Y
LP107434,Male,No,1,Graduate,No,1782,0,187,360,nan,Rural,Y
LP107435,Female,Yes,0,Graduate,No,1875,536,78,360,1,Urban,N
LP107436,Male,Yes,3+,Graduate,,5417,0,260,360,1,Urban,N
LP107437,Male,Yes,0,Graduate,No,20166,3850,154,nan,1,Rural,Y
LP107438,Male,Yes,0,Graduate,No,9083,0,nan,240,1,Urban,Y
LP107439,Female,No,,Graduate,No,2577,0,96,360,1,Rural,Y
LP107440,Female,Yes,3+,Graduate,No,3015,2569,182,360,1,Semiurban,N
LP107441,Male,Yes,0,Graduate,No,81000,5296,126,180,1,Rural,N
LP107442,Male,Yes,0,Graduate,No,4843,0,279,360,nan,Semiurban,N
LP107443,Male,Yes,1,Graduate,No,5516,2500,116,360,1,Semiurban,Y
LP107444,Male,No,2,Graduate,No,5726,923,230,nan,1,Semiurban,N
LP107445,Male,No,2,Graduate,No,8666,3274,56,360,0,Semiurban,Y
LP107446,Male,No,3+,Graduate,No,3000,2845,144,180,1,Semiurban,N
LP107447,Male,Yes,0,Graduate,No,7948,0,119,360,1,Semiurban,Y
LP107448,Male,No,3+,Graduate,,1538,0,106,360,1,Rural,Y
LP107449,Male,Yes,1,Graduate,No,2366,0,129,360,1,Urban,N
LP107450,Male,Yes,2,Graduate,No,14683,0,122,360,0,Semiurban,Y
LP107451,Male,Yes,2,Graduate,No,2499,1229,154,360,1,Semiurban,N
LP107452,Male,Yes,0,Graduate,Yes,3167,0,84,360,1,Urban,Y
LP107453,Male,Yes,0,Not Graduate,No,10408,1508,157,360,1,Urban,Y
LP107454,Male,Yes,2,Graduate,No,2492,0,110,360,1,Urban,N
LP107455,Male,No,0,Graduate,Yes,8334,1917,166,360,1,Rural,Y
LP107456,Male,Yes,1,Graduate,No,63337,1793,104,360,1,Rural,N
LP107457,Male,Yes,0,Graduate,No,4583,2340,75,360,1,Semiurban,Y
LP107458,Female,Yes,0,Graduate,No,9357,0,80,360,1,Semiurban,N
LP107459,Male,Yes,2,Graduate,No,5417,0,149,300,1,Rural,Y
LP107460,Male,No,1,Not Graduate,Yes,2333,3449,nan,180,1,Rural,Y
LP107461,Male,No,0,Graduate,No,5703,7250,60,360,1,Urban,N
LP107462,Male,Yes,2,Graduate,,1993,2400,650,360,1,Semiurban,Y
LP107463,Male,Yes,0,Not Graduate,No,3427,0,76,360,1,Urban,Y
LP107464,Male,Yes,0,Graduate,No,6540,0,120,360,1,Urban,Y
LP107465,Male,Yes,2,Graduate,No,2395,1430,330,360,1,Rural,N
LP107466,Male,No,0,Not Graduate,No,7333,997,66,360,1,Semiurban,N
LP107467,Female,Yes,1,Graduate,No,6400,1857,120,360,1,Semiurban,N
LP107468,Female,Yes,2,Graduate,No,7933,1742,143,360,nan,Rural,Y
LP107469,Female,Yes,0,Not Graduate,No,6783,1667,155,360,0,Urban,N
LP107470,Male,Yes,0,Not Graduate,No,4691,0,152,180,1,Urban,N
LP107471,Male,No,0,Graduate,No,2653,0,436,180,1,Urban,Y
LP107472,Male,Yes,0,Graduate,No,18333,1430,148,360,nan,Semiurban,Y
LP107473,Male,No,0,Not Graduate,No,4009,0,201,360,1,Semiurban,N
LP107474,Male,No,2,Graduate,No,4692,1213,104,360,1,Urban,Y
LP107475,Male,Yes,0,Graduate,No,4817,1774,150,360,1,Semiurban,Y
LP107476,Male,Yes,0,Graduate,No,9560,0,128,360,1,Urban,Y
LP107477,Male,Yes,1,Not Graduate,No,3000,0,128,360,1,Urban,N
LP107478,Male,Yes,0,Not Graduate,No,1025,2033,260,360,1,Rural,N
LP107479,Male,No,0,Graduate,No,3500,997,180,360,1,Rural,Y
LP107480,Male,Yes,0,Graduate,No,2920,0,108,360,1,Urban,Y
LP107481,Male,No,0,Graduate,No,1863,0,128,nan,1,Urban,N
LP107482,Male,Yes,2,Graduate,No,3941,2083,115,360,1,Urban,Y
LP107483,Male,Yes,2,Not Graduate,Yes,5167,0,172,360,1,Rural,Y
LP107484,Female,No,0,Graduate,No,2833,0,153,120,0,Urban,N
LP107485,Male,No,0,Graduate,No,3707,2087,60,360,nan,Rural,Y
LP107486,Male,Yes,0,Graduate,No,4166,0,100,360,1,Urban,N
LP107487,Male,Yes,0,Not Graduate,No,3459,2426,162,360,1,Rural,Y
LP107488,Male,Yes,0,Graduate,No,8300,0,128,360,nan,Semiurban,Y
LP107489,Male,No,3+,Graduate,No,5000,0,113,360,1,Semiurban,Y
LP107490,Male,No,1,Graduate,No,3083,0,312,360,1,Rural,N
LP107491,Male,Yes,3+,Not Graduate,No,2499,0,190,360,0,Semiurban,N
LP107492,Female,No,1,Not Graduate,,3167,3583,65,360,1,Rural,Y
LP107493,Male,No,1,Not Graduate,No,6250,663,80,360,0,Semiurban,Y
LP107494,Male,Yes,1,Graduate,No,2137,0,110,360,1,Semiurban,Y
LP107495,Male,Yes,0,Not Graduate,No,5417,0,188,360,1,Urban,Y
LP107496,Male,No,1,Graduate,Yes,4000,0,490,480,1,Urban,Y
LP107497,Female,Yes,0,Graduate,No,4945,2500,110,360,1,Urban,Y
LP107498,Male,No,0,Graduate,No,2178,0,113,360,1,Rural,N
LP107499,Male,Yes,0,Graduate,No,4310,0,104,360,1,Urban,N
LP107500,Female,Yes,1,Graduate,Yes,4583,1717,118,360,nan,Semiurban,N
LP107501,Male,Yes,0,Graduate,No,4301,2054,115,360,1,Rural,N
LP107502,Male,Yes,0,Graduate,Yes,5703,3300,98,360,1,Rural,N
LP107503,Male,Yes,2,Graduate,No,3812,1526,136,480,1,Rural,Y
LP107504,Male,Yes,1,Graduate,No,16692,461,109,360,1,Rural,Y
LP107505,Male,No,1,Graduate,No,2499,1840,112,360,1,Rural,Y
LP107506,Male,Yes,1,Not Graduate,,2647,0,128,360,1,Urban,Y
LP107507,Male,No,0,Graduate,No,6250,0,128,480,0,Semiurban,N
LP107508,Male,Yes,0,Not Graduate,No,4606,1710,160,360,1,Semiurban,Y
LP107509,Male,Yes,0,Graduate,No,3410,2000,151,360,1,Semiurban,Y
LP107510,Male,No,2,Graduate,No,7100,2500,132,120,1,Rural,Y
LP107511,Male,No,0,Graduate,No,3617,0,96,360,1,Rural,Y
LP107512,Female,No,0,Graduate,No,3917,0,84,360,0,Urban,Y
LP107513,Male,No,2,Not Graduate,No,3660,2083,81,360,0,Semiurban,Y
LP107514,Male,Yes,2,Graduate,No,2423,2416,151,360,nan,Semiurban,Y
LP107515,Male,Yes,3+,Not Graduate,No,2484,2250,140,360,1,Semiurban,Y
LP107516,Male,Yes,2,Not Graduate,No,2510,0,158,360,1,Urban,Y
LP107517,,No,,Graduate,No,3583,2014,120,360,nan,Semiurban,Y
LP107518,Male,Yes,1,Graduate,No,2609,2336,200,360,1,Urban,N
LP107519,Female,Yes,1,Graduate,No,4009,8106,nan,360,1,Rural,Y
LP107520,Male,No,3+,Graduate,No,6783,0,128,360,1,Semiurban,N
LP107521,Male,Yes,0,Graduate,No,2083,0,87,360,0,Semiurban,Y
LP107522,Male,Yes,0,Graduate,,11500,0,152,360,1,Semiurban,Y
LP107523,Male,No,1,Graduate,,11757,1733,111,360,1,Urban,Y
LP107524,Male,No,0,Graduate,No,5000,1500,50,360,1,Semiurban,Y
LP107525,Male,Yes,1,Graduate,,4666,7250,154,360,1,Semiurban,Y
LP107526,Male,No,0,Not Graduate,No,23803,0,30,360,0,Rural,Y
LP107527,Male,Yes,0,Graduate,No,3941,0,42,360,1,Semiurban,Y
LP107528,Male,Yes,0,Graduate,No,6250,1840,55,360,1,Semiurban,Y
LP107529,Male,No,2,Graduate,No,6250,0,138,480,1,Rural,N
LP107530,Male,No,1,Graduate,No,4160,1542,89,180,1,Urban,Y
LP107531,Male,No,0,Graduate,No,5829,0,144,360,1,Rural,Y
LP107532,Male,No,3+,Graduate,No,2014,0,185,360,0,Rural,Y
LP107533,Male,No,0,Graduate,No,1625,1987,90,360,0,Rural,Y
LP107534,Female,Yes,1,Not Graduate,No,5703,4996,99,360,1,Semiurban,N
LP107535,,Yes,0,Graduate,No,4050,0,128,360,1,Urban,Y
LP107536,Male,Yes,2,Graduate,No,3200,0,76,360,1,Urban,Y
LP107537,Male,Yes,0,Graduate,No,5391,3447,94,360,0,Urban,Y
LP107538,Female,Yes,0,Graduate,Yes,8333,0,nan,360,nan,Semiurban,N
LP107539,Male,No,3+,Graduate,No,3427,0,126,300,1,Rural,N
LP107540,Male,Yes,2,Not Graduate,No,3675,0,76,360,1,Semiurban,Y
LP107541,Male,Yes,0,Graduate,No,2799,0,172,360,1,Rural,N
LP107542,Male,No,0,Not Graduate,No,2237,1451,66,300,1,Semiurban,Y
LP107543,Male,Yes,0,Graduate,No,4758,0,110,360,1,Urban,Y
LP107544,Male,Yes,0,Graduate,No,7200,1010,99,360,1,Semiurban,N
LP107545,,Yes,2,Not Graduate,No,7667,1625,120,360,1,Rural,Y
LP107546,Female,Yes,0,Not Graduate,No,8080,2365,260,360,1,Semiurban,N
LP107547,Male,No,0,Graduate,No,5500,0,86,360,1,Urban,Y
LP107548,Male,No,3+,Graduate,No,2499,1775,44,360,1,Rural,Y
LP107549,Male,Yes,2,Graduate,No,2031,0,94,360,1,Rural,Y
LP107550,Male,Yes,0,Not Graduate,No,2583,736,113,360,0,Semiurban,N
LP107551,Male,Yes,3+,Graduate,No,6406,2333,158,360,nan,Semiurban,N
LP107552,Male,No,1,Graduate,No,2014,2500,192,360,0,Rural,Y
LP107553,Female,No,0,Graduate,No,14583,1668,109,360,1,Semiurban,N
LP107554,Male,Yes,0,Graduate,Yes,5000,5500,100,180,1,Rural,N
LP107555,Male,No,,Graduate,No,1800,0,160,360,1,Urban,Y
LP107556,Female,No,2,Graduate,No,5124,0,100,360,1,Urban,Y
LP107557,Male,,1,Graduate,No,2330,1625,500,360,1,Rural,Y
LP107558,Male,Yes,0,Graduate,No,3708,0,187,360,1,Rural,Y
LP107559,Male,Yes,0,Graduate,No,16250,0,136,360,1,Urban,Y
LP107560,Male,No,0,Graduate,Yes,4583,0,132,360,0,Urban,Y
LP107561,Male,Yes,0,Graduate,No,5667,1213,138,360,1,Rural,Y
LP107562,Male,Yes,0,Graduate,No,9323,0,60,360,0,Urban,Y
LP107563,Male,Yes,0,Graduate,No,3125,0,42,360,1,Semiurban,Y
LP107564,Male,Yes,1,Graduate,,2873,0,nan,36,nan,Urban,N
LP107565,Male,Yes,1,Graduate,,3625,2500,131,360,1,Semiurban,Y
LP107566,Female,Yes,0,Not Graduate,No,5000,461,218,360,1,Urban,Y
LP107567,Female,Yes,0,Graduate,No,4350,1911,70,360,1,Urban,Y
LP107568,Male,No,0,Graduate,No,14583,1625,154,360,1,Semiurban,Y
LP107569,Male,Yes,0,Graduate,No,3667,1750,125,360,0,Urban,Y
LP107570,Male,Yes,0,Graduate,,3813,0,121,360,1,Semiurban,Y
LP107571,Female,Yes,0,Graduate,No,3095,985,98,360,nan,Rural,N
LP107572,Male,Yes,1,Graduate,No,4408,0,130,nan,1,Semiurban,N
LP107573,Male,Yes,0,Graduate,Yes,4166,3136,130,360,1,Semiurban,N
LP107574,Male,Yes,0,Graduate,No,6000,1987,76,360,1,Urban,Y
LP107575,Male,No,0,Graduate,No,4680,5296,131,360,1,Semiurban,Y
LP107576,Female,Yes,3+,Graduate,No,1863,2791,225,360,1,Semiurban,Y
LP107577,Male,No,0,Graduate,No,3087,0,154,360,1,Urban,N
LP107578,Male,No,0,Not Graduate,,3522,1917,131,360,1,Rural,N
LP107579,Male,Yes,0,Graduate,No,3086,1800,120,360,1,Semiurban,Y
LP107580,Female,Yes,0,Not Graduate,,3100,5625,173,360,1,Urban,Y
LP107581,Male,Yes,2,Graduate,Yes,3593,0,311,360,1,Semiurban,Y
LP107582,Female,Yes,0,Not Graduate,No,4006,0,59,360,1,Rural,N
LP107583,Male,No,0,Graduate,No,11757,0,45,360,1,Semiurban,N
LP107584,Male,No,0,Graduate,No,3000,0,25,240,0,Rural,Y
LP107585,Male,Yes,0,Not Graduate,No,3887,0,103,360,1,Semiurban,N
LP107586,Male,Yes,2,Graduate,No,4188,1522,205,360,1,Urban,Y
LP107587,Male,No,0,Graduate,No,2479,3850,187,480,1,Rural,N
LP107588,Male,Yes,0,Graduate,Yes,3427,5624,76,360,1,Semiurban,Y
LP107589,Male,No,0,Graduate,No,2192,0,243,360,0,Rural,Y
LP107590,Male,Yes,0,Graduate,,6000,0,137,300,1,Rural,Y
LP107591,Male,No,,Graduate,No,3865,2306,133,360,1,Urban,N
LP107592,Male,Yes,2,Graduate,No,11146,1411,110,360,1,Urban,Y
LP107593,,No,2,Graduate,No,2769,0,170,360,1,Rural,Y
LP107594,Male,Yes,0,Not Graduate,No,4281,0,120,360,1,Rural,Y
LP107595,Male,No,0,Graduate,No,9560,0,258,360,1,Rural,Y
LP107596,Male,Yes,3+,Graduate,No,10416,4648,155,360,1,Rural,Y
LP107597,Male,Yes,0,Graduate,No,2213,3806,50,120,1,Urban,Y
LP107598,Male,No,0,Graduate,No,8300,983,255,180,1,Semiurban,N
LP107599,Female,Yes,3+,Graduate,No,12000,0,162,180,1,Urban,Y
LP107600,Male,Yes,2,Graduate,No,2492,0,113,360,1,Rural,Y
LP107601,Male,Yes,3+,Graduate,No,3704,5296,125,360,nan,Semiurban,Y
LP107602,Male,Yes,2,Graduate,No,4180,1640,55,180,1,Semiurban,Y
LP107603,Male,Yes,0,Not Graduate,No,14583,2466,107,360,1,Urban,Y
LP107604,Male,No,0,Graduate,No,3333,2333,124,180,1,Rural,Y
LP107605,Male,No,0,Graduate,No,5050,1750,376,480,1,Rural,N
LP107606,Male,Yes,3+,Not Graduate,No,3927,1644,66,360,1,Urban,Y
LP107607,Male,Yes,0,Graduate,Yes,2492,0,192,360,1,Urban,Y
LP107608,Male,Yes,2,Graduate,No,4310,2115,98,360,0,Rural,N
LP107609,Male,No,0,Not Graduate,No,3333,1210,128,360,0,Rural,Y
LP107610,Male,Yes,0,Graduate,No,3522,1632,228,360,nan,Rural,N
LP107611,Female,No,2,Graduate,No,3103,0,123,360,0,Urban,N
LP107612,Male,No,0,Graduate,No,5746,1167,144,360,0,Urban,N
LP107613,Male,No,,Not Graduate,No,6333,688,187,36,1,Urban,Y
LP107614,Female,Yes,0,Graduate,No,2600,1783,90,360,1,Semiurban,N
LP107615,Male,Yes,2,Graduate,No,5503,0,175,360,0,Semiurban,N
LP107616,Male,Yes,1,Not Graduate,No,2833,0,181,360,0,Semiurban,Y
LP107617,Male,No,2,Graduate,No,2499,7166,139,480,1,Semiurban,Y
LP107618,Male,Yes,0,Graduate,No,2192,0,96,360,1,Urban,N
LP107619,Male,Yes,3+,Graduate,No,3166,0,140,360,1,Semiurban,Y
LP107620,Male,Yes,0,Not Graduate,No,5316,461,141,360,1,Urban,Y
LP107621,Male,Yes,0,Graduate,No,3510,0,164,240,1,Urban,Y
LP107622,Male,Yes,3+,Graduate,Yes,3676,2500,150,360,1,Urban,Y
LP107623,Female,Yes,1,Graduate,No,13650,1280,128,360,1,Rural,N
LP107624,Male,No,1,Graduate,No,2031,1851,137,360,0,Semiurban,Y
LP107625,Female,No,3+,Graduate,No,2600,1929,126,360,1,Semiurban,N
LP107626,Male,,0,Graduate,No,2957,0,130,360,1,Rural,N
LP107627,Male,Yes,3+,Not Graduate,No,5191,1398,nan,240,0,Rural,Y
LP107628,Male,No,0,Not Graduate,No,3858,2816,135,360,1,Urban,N
LP107629,Male,No,2,Graduate,No,2625,0,40,360,0,Urban,Y
LP107630,Male,Yes,0,Graduate,No,9538,0,nan,360,1,Urban,Y
LP107631,Male,Yes,0,Graduate,No,9083,0,45,360,1,Urban,Y
LP107632,Female,No,0,Graduate,Yes,3993,3667,134,360,1,Semiurban,Y
LP107633,Male,No,0,Graduate,No,2769,0,60,360,1,Rural,Y
LP107634,Male,Yes,2,Graduate,No,3875,0,137,360,1,Urban,Y
LP107635,Male,Yes,0,Graduate,No,3660,242,158,360,0,Urban,Y
LP107636,Male,Yes,1,Graduate,No,2165,0,133,360,1,Urban,N
LP107637,Male,Yes,1,Graduate,No,2346,0,127,360,1,Semiurban,Y
LP107638,Male,Yes,1,Graduate,Yes,3365,0,112,360,1,Rural,N
LP107639,Male,Yes,0,Graduate,No,1025,1560,110,360,1,Urban,Y
LP107640,Male,Yes,1,Graduate,Yes,8666,3167,116,360,0,Rural,Y
LP107641,Male,No,3+,Graduate,No,14583,0,71,360,1,Urban,N
LP107642,Male,No,1,Not Graduate,No,9963,0,122,360,0,Urban,Y
LP107643,Male,No,0,Graduate,Yes,2192,3300,154,360,1,Rural,N
LP107644,Male,Yes,3+,Graduate,No,7948,0,110,360,1,Semiurban,Y
LP107645,Male,Yes,1,Graduate,No,5821,2333,123,360,1,Rural,Y
LP107646,Male,Yes,0,Not Graduate,No,5166,1695,116,360,1,Urban,N
LP107647,Male,Yes,0,Graduate,No,5800,0,480,360,1,Urban,Y
LP107648,Female,Yes,0,Not Graduate,No,3254,3667,106,180,nan,Rural,N
LP107649,Male,No,1,Graduate,No,5500,33837,170,360,1,Urban,Y
LP107650,Female,No,0,Not Graduate,No,4006,0,110,360,1,Rural,Y
LP107651,Male,Yes,0,Graduate,No,2609,1950,141,360,nan,Urban,Y
LP107652,Male,Yes,0,Not Graduate,Yes,16120,3890,185,36,1,Urban,N
LP107653,Male,No,1,Graduate,No,5941,4600,180,360,1,Semiurban,N
LP107654,Male,No,0,Graduate,No,3583,0,172,360,1,Urban,N
LP107655,Male,Yes,2,Graduate,No,3167,3167,120,360,1,Urban,Y
LP107656,Male,Yes,0,Not Graduate,No,4695,1167,187,360,1,Semiurban,Y
LP107657,Male,Yes,,Graduate,No,3086,0,228,360,1,Urban,Y
LP107658,Male,Yes,0,Graduate,No,1963,1250,115,360,1,Semiurban,Y
LP107659,Male,Yes,0,Not Graduate,No,5649,0,134,180,1,Rural,Y
LP107660,Male,Yes,3+,Not Graduate,No,4758,2917,25,360,1,Rural,N
LP107661,Male,Yes,0,Graduate,,2764,5000,700,360,1,Semiurban,Y
LP107662,,Yes,2,Graduate,No,1378,1447,124,360,1,Rural,N
LP107663,Male,No,3+,Not Graduate,No,1820,1803,110,360,0,Semiurban,Y
LP107664,Male,No,0,Graduate,No,2330,0,113,360,1,Rural,Y
LP107665,Female,Yes,1,Graduate,No,2625,0,60,180,0,Semiurban,N
LP107666,Male,Yes,0,Graduate,No,6256,2157,98,360,1,Urban,Y
LP107667,Male,Yes,0,Graduate,No,15759,5654,48,360,1,Semiurban,N
LP107668,Male,Yes,0,Graduate,No,3987,33837,168,360,1,Urban,N
LP107669,Male,No,2,Graduate,No,3326,0,126,180,1,Semiurban,Y
LP107670,Male,Yes,0,Graduate,No,6216,0,76,360,1,Urban,N
LP107671,Male,Yes,0,Graduate,No,3315,0,151,180,nan,Semiurban,Y
LP107672,Male,Yes,1,Graduate,No,3750,0,110,360,1,Semiurban,Y
LP107673,Male,No,0,Graduate,,3100,0,308,360,1,Rural,Y
LP107674,Male,Yes,0,Graduate,No,3859,7210,165,360,nan,Semiurban,Y
LP107675,Male,Yes,0,Graduate,No,7142,0,75,60,1,Urban,N
LP107676,Male,Yes,0,Graduate,No,2383,1666,71,360,1,Urban,N
LP107677,Female,Yes,0,Graduate,No,3975,1526,75,360,1,Urban,N
LP107678,Male,Yes,3+,Graduate,No,5568,0,95,360,1,Rural,Y
LP107679,Male,No,3+,Graduate,No,3400,0,139,360,1,Urban,Y
